label,source,text,username,mention,title,state
From: Kevin Brady (Representative from Texas),facebook,"the labor force participation rate dropped to 63.2%, a low not seen since jimmy carter was president.",kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,more unexpected fallout from #obamacare.,kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,"so many, many people benefited from the genius and generosity of this great man. he truly will be missed. please share.",kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,what actions do you think should be taken if she refuses to testify?,kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,don't forget to tune in to fox business at 8:30 am ct. stuart varney and i will talk about what we expect to hear today from acting #irs commissioner danny werfel.,kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,fact of the day: the number of jobs added through the first five months of 2013 is lower than the number of jobs added through the first five months of 2012.,kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,then why plead the fifth?,kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,this might hurt a little.... please share this one. too funny not to.,kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,insightful and thought-provoking article by peggy noonan. i hope you'll read it and then share.,kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,how many of you will be following this today? what do you expect to hear?,kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,wow. please read this. and then please share it.,kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,"i urge you to continue to pray for the people of west, texas!",kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,"if we can fix this broken tax code, make it simpler, less complex ûó if we can lower that top rate, close loopholes and make us competitive, we can grow this economy, create jobs and generate revenues to balance the budget.",kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,"from the article - apparently, the president assumed ûó incorrectly ûó that the janitors on capitol hill would get a pay cut. rather than admit an error, white house aides doubled down on their talking points about overtime being essential to their livelihood, without actually knowing the truth.",kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,"despite 4 years of trillion dollar deficits, i expect president obama to pitch many of his same failed policies tonight. what do you expect to hear?",kevin brady,[],Representative,Texas
From: Kevin Brady (Representative from Texas),facebook,"my weekly podcast, the monday morning memo is online.",kevin brady,[],Representative,Texas
From: Corrine Brown (Representative from Florida),facebook,congresswoman corrine brown announces va grants for local programs that serve homeless veterans http://ow.ly/2os9n1,corrine brown,[],Representative,Florida
From: Corrine Brown (Representative from Florida),facebook,"for the 37th time the house gop will take a vote to repeal the aca.
 big thanks to #boehnercare for allowing insurance companies to once again place a lifetime limit on patient health coverage. can you place a dollar amount on a life?
 
 it's time to get to work and stop wasting the american people's time and hard earned tax dollars!",corrine brown,[],Representative,Florida
From: Richard Burr (Senator from North Carolina),facebook,"both senate leaders have agreed to cosponsor the able act, giving new hope to the severely disabled and their families across america. able is a commonsense piece of legislation that helps parents of the severely disabled save and prepare for their childûªs lifetime of expenses.  with such broad bipartisan support in both houses of congress, it is my hope that 2014 is the year we finally #passtheableact.  ",richard burr,[],Senator,North Carolina
From: Richard Burr (Senator from North Carolina),facebook,"another day, another delay.  #stillbroken    ",richard burr,[],Senator,North Carolina
From: Richard Burr (Senator from North Carolina),facebook,"today i joined my co-sponsors of the #studentloan bill to discuss our permanent, bi-partisan solution. we're tired of this issue being a political football. let's solve the problem.",richard burr,[],Senator,North Carolina
From: Richard Burr (Senator from North Carolina),facebook,the irs faces class action lawsuit over theft of 60 million medical records,richard burr,[],Senator,North Carolina
From: Tammy Baldwin (Senator from Wisconsin),facebook,"icymi: tammy and colleague brian schatz sent a letter to potus calling for him to submit an authorization for the use of military force on isil for congressional consideration. this action will allow congress to properly evaluate the presidentûªs strategy for americaûªs military operations against isil, as well as foster american public debate about this critical issue.",tammy baldwin,[],Senator,Wisconsin
From: Tammy Baldwin (Senator from Wisconsin),facebook,weûªre thinking of those affected by the tornado in oklahoma. do you want to help those in need? here is information:,tammy baldwin,[],Senator,Wisconsin
From: John Boozman (Senator from Arkansas),facebook,"icymi: this week kffb has been airing our discussion about important issues including obamacare, the farm bill, proposed military cuts and energy. if you didn't get to hear our interview you can listen here.",john boozman,[],Senator,Arkansas
